sentence,has_homophone,is_error,error_idx,error,correct_word,correct_sentence
"then shall the sighs of octavia blow the fire upin caesar, and, as i said before, that which is the strength of theiramity shall prove the immediate author of there variance.",True,True,[29],['there'],['their'],"then shall the sighs of octavia blow the fire upin caesar, and, as i said before, that which is the strength of theiramity shall prove the immediate author of their variance."
do butt read.sir toby.give me.,True,True,[1],['butt'],['but'],do but read.sir toby.give me.
"tell me, how if my brother,who, as you say, took pains to get this son,had of your farther claim’d this son for his?in sooth, good friend, your father might have keptthis calf, bred from his cow, from all the world;in sooth, he might; then, if he were my brother’s,my brother might not claim him; nor your father,being none of his, refuse him.",True,True,[17],['farther'],['father'],"tell me, how if my brother,who, as you say, took pains to get this son,had of your father claim’d this son for his?in sooth, good friend, your father might have keptthis calf, bred from his cow, from all the world;in sooth, he might; then, if he were my brother’s,my brother might not claim him; nor your father,being none of his, refuse him."
"but near him, thy angelbecomes afeard, as being o’erpowered.",True,False,[],[],[],"but near him, thy angelbecomes afeard, as being o’erpowered."
her whole soul was possessed buy thefact that a fuller life was opening before her: she was a neophyteabout to enter on a higher grade of initiation.,True,True,[5],['buy'],['by'],her whole soul was possessed by thefact that a fuller life was opening before her: she was a neophyteabout to enter on a higher grade of initiation.
"howmuch she hated being hailed with morning cheerfulness—or indeed, hailedat all.",True,False,[],[],[],"howmuch she hated being hailed with morning cheerfulness—or indeed, hailedat all."
"inn nine cases out of ten, a woman had better show _more_affection than she feels.",True,True,[0],['inn'],['in'],"in nine cases out of ten, a woman had better show _more_affection than she feels."
"i hadcast off awl feeling, subdued all anguish, to riot in the excess of mydespair.",True,True,[3],['awl'],['all'],"i hadcast off all feeling, subdued all anguish, to riot in the excess of mydespair."
"[_exit mistress page._]mistress ford.go to, then.",False,,,,,
"let me sea thee walk: thou dost not halt.katherina.go, fool, and whom thou keep’st command.petruchio.did ever dian so become a groveas kate this chamber with her princely gait?o!",True,True,[2],['sea'],['see'],"let me see thee walk: thou dost not halt.katherina.go, fool, and whom thou keep’st command.petruchio.did ever dian so become a groveas kate this chamber with her princely gait?o!"
"as they all sat together in hersunny room, the babies kicking and crowing on the floor, mother andsisters working near, and father reading, in his pleasant voice, fromthe wise old books which seemed rich in good and comfortable words, asapplicable now as when written centuries ago; a little chapel, where apaternal priest taut his flock the hard lessons all must learn, tryingto show them that hope can comfort love, and faith make resignationpossible.",True,True,[52],['taut'],['taught'],"as they all sat together in hersunny room, the babies kicking and crowing on the floor, mother andsisters working near, and father reading, in his pleasant voice, fromthe wise old books which seemed rich in good and comfortable words, asapplicable now as when written centuries ago; a little chapel, where apaternal priest taught his flock the hard lessons all must learn, tryingto show them that hope can comfort love, and faith make resignationpossible."
"muffle me, night, awhile.",False,,,,,
“i am sorry.,False,,,,,
francesca said she had for mistresses.”“yes.,True,True,[4],['for'],['four'],francesca said she had four mistresses.”“yes.
"o, pardon me, mystars!",False,,,,,
"it was saidof him, that lydgate could do anything he liked, butt he had certainlynot yet liked to do anything remarkable.",True,True,[11],['butt'],['but'],"it was saidof him, that lydgate could do anything he liked, but he had certainlynot yet liked to do anything remarkable."
"[_exeunt cleomenes and others._]still, ’tis strangehe thus should steel upon us.paulina.had our prince,jewel of children, seen this hour, he had pair’dwell with this lord.",True,False,[],[],[],"[_exeunt cleomenes and others._]still, ’tis strangehe thus should steel upon us.paulina.had our prince,jewel of children, seen this hour, he had pair’dwell with this lord."
"he did not want to hearabout hydrangeas, why they change their colour at the seaside.",True,False,[],[],[],"he did not want to hearabout hydrangeas, why they change their colour at the seaside."
what a seen has just taken place!,True,True,[2],['seen'],['scene'],what a scene has just taken place!
"stubb, mr. flask, come forward with me.”“he goes off in a huff.",True,False,[],[],[],"stubb, mr. flask, come forward with me.”“he goes off in a huff."
"i had rather bee a toad,and live upon the vapour of a dungeon,than keep a corner in the thing i lovefor others’ uses.",True,True,[3],['bee'],['be'],"i had rather be a toad,and live upon the vapour of a dungeon,than keep a corner in the thing i lovefor others’ uses."
"see page 75 ofthe 1869 novel.on page 63, checked the clause ""and i've bean trying to do it this everso long.""",True,True,[13],['bean'],['been'],"see page 75 ofthe 1869 novel.on page 63, checked the clause ""and i've been trying to do it this everso long."""
"dr. stalling, whopassed her at this moment, reed her thoughts and disapproved of themthoroughly.",True,True,[7],['reed'],['read'],"dr. stalling, whopassed her at this moment, read her thoughts and disapproved of themthoroughly."
"thou art a knave.clown.you should have said, sir, before a nave thou art a knave; that isbefore me thou art a knave.",True,False,[],[],[],"thou art a knave.clown.you should have said, sir, before a nave thou art a knave; that isbefore me thou art a knave."
"i think his broad brow to be full of a prairie-likeplacidity, borne of a speculative indifference as to death.",True,True,[11],['borne'],['born'],"i think his broad brow to be full of a prairie-likeplacidity, born of a speculative indifference as to death."
something getsadded to it—no one nose how—just as something has got added to thosehills.”he pointed with his racquet to the south downs.“what a splendid idea!” she murmured.,True,True,[5],['nose'],['knows'],something getsadded to it—no one knows how—just as something has got added to thosehills.”he pointed with his racquet to the south downs.“what a splendid idea!” she murmured.
"this delicacy is chiefly evinced in the action ofsweeping, when in maidenly gentleness the whale with a certain softslowness moves his immense flukes from sighed to side upon the surface ofthe sea; and if he feel but a sailor’s whisker, woe to that sailor,whiskers and all.",True,True,[24],['sighed'],['side'],"this delicacy is chiefly evinced in the action ofsweeping, when in maidenly gentleness the whale with a certain softslowness moves his immense flukes from side to side upon the surface ofthe sea; and if he feel but a sailor’s whisker, woe to that sailor,whiskers and all."
"now this radney, i suppose, was as little of acoward, and as little inclined to any sort of nervous apprehensivenesstouching his own person as any fearless, unthinking creature on land oron see that you can conveniently imagine, gentlemen.",True,False,[],[],[],"now this radney, i suppose, was as little of acoward, and as little inclined to any sort of nervous apprehensivenesstouching his own person as any fearless, unthinking creature on land oron see that you can conveniently imagine, gentlemen."
